country,country_name,year,rao_score,data_confidence
ETH,Ethiopia,2011,4.928,HIGH
ETH,Ethiopia,2012,4.457,HIGH
ETH,Ethiopia,2013,4.685,HIGH
ETH,Ethiopia,2014,5.25,HIGH
ETH,Ethiopia,2015,4.691,HIGH
ETH,Ethiopia,2016,4.52,HIGH
ETH,Ethiopia,2017,4.397,HIGH
ETH,Ethiopia,2018,4.307,HIGH
ETH,Ethiopia,2019,4.719,HIGH
ETH,Ethiopia,2020,5.098,HIGH
ETH,Ethiopia,2021,3.959,HIGH
ETH,Ethiopia,2022,3.655,HIGH
ETH,Ethiopia,2023,3.149,HIGH
ETH,Ethiopia,2024,3.344,HIGH
FIN,FIN,2010,7.922,HIGH
FIN,FIN,2011,7.894,HIGH
FIN,FIN,2012,6.693,HIGH
FIN,FIN,2013,6.782,HIGH
FIN,FIN,2014,6.655,HIGH
FIN,FIN,2015,7.296,HIGH
FIN,FIN,2016,7.815,HIGH
FIN,FIN,2017,8.239,HIGH
FIN,FIN,2018,7.404,HIGH
FIN,FIN,2019,7.362,HIGH
FIN,FIN,2020,7.542,HIGH
FIN,FIN,2021,7.343,HIGH
FIN,FIN,2022,7.321,HIGH
FIN,FIN,2023,6.417,HIGH
FIN,FIN,2024,6.707,HIGH
FRA,FRA,2010,7.487,HIGH
FRA,FRA,2011,7.977,HIGH
FRA,FRA,2012,6.709,HIGH
FRA,FRA,2013,6.976,HIGH
FRA,FRA,2014,6.559,HIGH
FRA,FRA,2015,6.746,HIGH
FRA,FRA,2016,6.566,HIGH
FRA,FRA,2017,6.879,HIGH
FRA,FRA,2018,6.951,HIGH
FRA,FRA,2019,6.801,HIGH
FRA,FRA,2020,5.508,HIGH
FRA,FRA,2021,6.69,HIGH
FRA,FRA,2022,6.347,HIGH
FRA,FRA,2023,6.376,HIGH
FRA,FRA,2024,6.265,HIGH
GAB,GAB,2010,4.966,HIGH
GAB,GAB,2011,4.858,HIGH
GAB,GAB,2012,4.512,HIGH
GAB,GAB,2013,3.87,HIGH
GAB,GAB,2014,3.342,HIGH
GAB,GAB,2015,3.422,HIGH
GAB,GAB,2016,3.369,HIGH
GAB,GAB,2017,3.123,HIGH
GAB,GAB,2018,2.833,HIGH
GAB,GAB,2019,2.861,HIGH
GAB,GAB,2020,3.257,HIGH
GAB,GAB,2021,2.797,HIGH
GAB,GAB,2022,2.808,HIGH
GAB,GAB,2023,2.592,HIGH
GAB,GAB,2024,2.44,HIGH
GBR,GBR,2010,7.284,HIGH
GBR,GBR,2011,6.988,HIGH
GBR,GBR,2012,6.128,HIGH
GBR,GBR,2013,7.334,HIGH
GBR,GBR,2014,7.924,HIGH
GBR,GBR,2015,8.305,HIGH
GBR,GBR,2016,8.16,HIGH
GBR,GBR,2017,7.728,HIGH
GBR,GBR,2018,6.746,HIGH
GBR,GBR,2019,6.116,HIGH
GBR,GBR,2020,5.32,HIGH
GBR,GBR,2021,6.742,HIGH
GBR,GBR,2022,6.855,HIGH
GBR,GBR,2023,6.221,HIGH
GBR,GBR,2024,6.673,HIGH
GEO,GEO,2010,5.373,HIGH
GEO,GEO,2011,5.914,HIGH
GEO,GEO,2012,6.498,HIGH
GEO,GEO,2013,6.173,HIGH
GEO,GEO,2014,5.641,HIGH
GEO,GEO,2015,5.08,HIGH
GEO,GEO,2016,5.306,HIGH
GEO,GEO,2017,5.811,HIGH
GEO,GEO,2018,5.933,HIGH
GEO,GEO,2019,5.567,HIGH
GEO,GEO,2020,4.491,HIGH
GEO,GEO,2021,5.538,HIGH
GEO,GEO,2022,6.285,HIGH
GEO,GEO,2023,6.564,HIGH
GEO,GEO,2024,6.01,HIGH
GHA,Ghana,2010,5.856,HIGH
GHA,Ghana,2011,5.705,HIGH
GHA,Ghana,2012,5.578,HIGH
GHA,Ghana,2013,5.415,HIGH
GHA,Ghana,2014,4.272,HIGH
GHA,Ghana,2015,3.657,HIGH
GHA,Ghana,2016,3.966,HIGH
GHA,Ghana,2017,4.958,HIGH
GHA,Ghana,2018,4.872,HIGH
GHA,Ghana,2019,5.275,HIGH
GHA,Ghana,2020,4.526,HIGH
GHA,Ghana,2021,3.304,HIGH
GHA,Ghana,2022,3.186,HIGH
GHA,Ghana,2023,3.635,HIGH
GHA,Ghana,2024,4.634,HIGH
GIN,GIN,2010,3.553,HIGH
GIN,GIN,2011,3.75,HIGH
GIN,GIN,2012,4.08,HIGH
GIN,GIN,2013,3.572,HIGH
GIN,GIN,2014,3.797,HIGH
GIN,GIN,2015,3.798,HIGH
GIN,GIN,2016,5.06,HIGH
GIN,GIN,2017,5.018,HIGH
GIN,GIN,2018,4.527,HIGH
GIN,GIN,2019,3.725,HIGH
GIN,GIN,2020,5.004,HIGH
GIN,GIN,2021,3.808,HIGH
GIN,GIN,2022,3.517,HIGH
GIN,GIN,2023,3.996,HIGH
GIN,GIN,2024,3.898,HIGH
GMB,GMB,2010,3.886,HIGH
GMB,GMB,2011,3.254,HIGH
GMB,GMB,2012,3.275,HIGH
GMB,GMB,2013,2.365,HIGH
GMB,GMB,2014,2.1,HIGH
GMB,GMB,2015,2.518,HIGH
GMB,GMB,2016,2.504,HIGH
GMB,GMB,2017,4.45,HIGH
GMB,GMB,2018,5.639,HIGH
GMB,GMB,2019,4.682,HIGH
GMB,GMB,2020,4.491,HIGH
GMB,GMB,2021,4.138,HIGH
GMB,GMB,2022,5.202,HIGH
GMB,GMB,2023,5.549,HIGH
GMB,GMB,2024,5.286,HIGH
GNB,GNB,2010,3.399,HIGH
GNB,GNB,2011,4.282,HIGH
GNB,GNB,2012,1.943,HIGH
GNB,GNB,2013,2.214,HIGH
GNB,GNB,2014,2.362,HIGH
GNB,GNB,2015,3.114,HIGH
GNB,GNB,2016,3.875,HIGH
GNB,GNB,2017,4.075,HIGH
GNB,GNB,2018,4.125,HIGH
GNB,GNB,2019,3.203,HIGH
GNB,GNB,2020,3.87,HIGH
GNB,GNB,2021,3.019,HIGH
GNB,GNB,2022,2.837,HIGH
GNB,GNB,2023,3.155,HIGH
GNB,GNB,2024,2.76,HIGH
GRC,GRC,2010,4.398,HIGH
GRC,GRC,2011,4.216,HIGH
GRC,GRC,2012,2.998,HIGH
GRC,GRC,2013,3.773,HIGH
GRC,GRC,2014,4.197,HIGH
GRC,GRC,2015,4.238,HIGH
GRC,GRC,2016,4.266,HIGH
GRC,GRC,2017,3.903,HIGH
GRC,GRC,2018,4.594,HIGH
GRC,GRC,2019,5.54,HIGH
GRC,GRC,2020,5.251,HIGH
GRC,GRC,2021,6.712,HIGH
GRC,GRC,2022,6.779,HIGH
GRC,GRC,2023,5.88,HIGH
GRC,GRC,2024,5.259,HIGH
GTM,Guatemala,2010,4.701,HIGH
GTM,Guatemala,2011,5.29,HIGH
GTM,Guatemala,2012,4.79,HIGH
GTM,Guatemala,2013,4.837,HIGH
GTM,Guatemala,2014,5.158,HIGH
GTM,Guatemala,2015,5.378,HIGH
GTM,Guatemala,2016,4.747,HIGH
GTM,Guatemala,2017,4.664,HIGH
GTM,Guatemala,2018,4.582,HIGH
GTM,Guatemala,2019,4.596,HIGH
GTM,Guatemala,2020,5.058,HIGH
GTM,Guatemala,2021,5.654,HIGH
GTM,Guatemala,2022,4.93,HIGH
GTM,Guatemala,2023,4.99,HIGH
GTM,Guatemala,2024,5.113,HIGH
GUY,GUY,2010,5.841,MEDIUM
GUY,GUY,2011,5.847,MEDIUM
GUY,GUY,2012,4.617,MEDIUM
GUY,GUY,2013,4.881,MEDIUM
GUY,GUY,2014,4.578,MEDIUM
GUY,GUY,2015,4.753,MEDIUM
GUY,GUY,2016,5.132,MEDIUM
GUY,GUY,2017,5.745,MEDIUM
GUY,GUY,2018,6.297,MEDIUM
GUY,GUY,2019,6.669,MEDIUM
GUY,GUY,2020,6.09,MEDIUM
GUY,GUY,2021,3.568,MEDIUM
GUY,GUY,2022,4.354,MEDIUM
GUY,GUY,2023,4.6,MEDIUM
GUY,GUY,2024,4.767,MEDIUM
HND,Honduras,2010,5.527,HIGH
HND,Honduras,2011,6.202,HIGH
HND,Honduras,2012,4.846,HIGH
HND,Honduras,2013,3.791,HIGH
HND,Honduras,2014,3.678,HIGH
HND,Honduras,2015,4.951,HIGH
HND,Honduras,2016,5.043,HIGH
HND,Honduras,2017,5.725,HIGH
HND,Honduras,2018,5.459,HIGH
HND,Honduras,2019,5.101,HIGH
HND,Honduras,2020,3.66,HIGH
HND,Honduras,2021,5.132,HIGH
HND,Honduras,2022,4.761,HIGH
HND,Honduras,2023,4.588,HIGH
HND,Honduras,2024,4.678,HIGH
HRV,HRV,2010,5.267,HIGH
HRV,HRV,2011,5.402,HIGH
HRV,HRV,2012,4.544,HIGH
HRV,HRV,2013,4.639,HIGH
HRV,HRV,2014,4.974,HIGH
HRV,HRV,2015,5.585,HIGH
HRV,HRV,2016,6.396,HIGH
HRV,HRV,2017,6.388,HIGH
HRV,HRV,2018,6.361,HIGH
HRV,HRV,2019,6.778,HIGH
HRV,HRV,2020,5.464,HIGH
HRV,HRV,2021,7.325,HIGH
HRV,HRV,2022,7.697,HIGH
HRV,HRV,2023,7.339,HIGH
HRV,HRV,2024,7.218,HIGH
HTI,HTI,2010,2.995,HIGH
HTI,HTI,2011,4.359,HIGH
HTI,HTI,2012,3.158,HIGH
HTI,HTI,2013,3.741,HIGH
HTI,HTI,2014,3.594,HIGH
HTI,HTI,2015,3.698,HIGH
HTI,HTI,2016,3.589,HIGH
HTI,HTI,2017,3.587,HIGH
HTI,HTI,2018,3.573,HIGH
HTI,HTI,2019,3.25,HIGH
HTI,HTI,2020,3.498,HIGH
HTI,HTI,2021,2.532,HIGH
HTI,HTI,2022,2.142,HIGH
HTI,HTI,2023,2.024,HIGH
HTI,HTI,2024,1.939,HIGH
HUN,HUN,2010,6.202,HIGH
HUN,HUN,2011,7.195,HIGH
HUN,HUN,2012,6.111,HIGH
HUN,HUN,2013,6.813,HIGH
HUN,HUN,2014,6.915,HIGH
HUN,HUN,2015,6.387,HIGH
HUN,HUN,2016,6.953,HIGH
HUN,HUN,2017,7.085,HIGH
HUN,HUN,2018,7.425,HIGH
HUN,HUN,2019,7.484,HIGH
HUN,HUN,2020,6.748,HIGH
HUN,HUN,2021,7.107,HIGH
HUN,HUN,2022,6.695,HIGH
HUN,HUN,2023,5.966,HIGH
HUN,HUN,2024,5.479,HIGH
IDN,Indonesia,2010,7.21,HIGH
IDN,Indonesia,2011,7.451,HIGH
IDN,Indonesia,2012,7.85,HIGH
IDN,Indonesia,2013,7.451,HIGH
IDN,Indonesia,2014,6.552,HIGH
IDN,Indonesia,2015,6.293,HIGH
IDN,Indonesia,2016,6.794,HIGH
IDN,Indonesia,2017,7.472,HIGH
IDN,Indonesia,2018,7.741,HIGH
IDN,Indonesia,2019,7.281,HIGH
IDN,Indonesia,2020,7.302,HIGH
IDN,Indonesia,2021,6.765,HIGH
IDN,Indonesia,2022,7.058,HIGH
IDN,Indonesia,2023,7.326,HIGH
IDN,Indonesia,2024,7.225,HIGH
IND,India,2010,6.54,HIGH
IND,India,2011,6.03,HIGH
IND,India,2012,4.327,HIGH
IND,India,2013,4.451,HIGH
IND,India,2014,4.737,HIGH
IND,India,2015,5.519,HIGH
IND,India,2016,6.329,HIGH
IND,India,2017,6.379,HIGH
IND,India,2018,6.828,HIGH
IND,India,2019,5.351,HIGH
IND,India,2020,5.166,HIGH
IND,India,2021,5.525,HIGH
IND,India,2022,5.669,HIGH
IND,India,2023,6.474,HIGH
IND,India,2024,6.412,HIGH
IRL,IRL,2010,7.12,HIGH
IRL,IRL,2011,7.015,HIGH
IRL,IRL,2012,6.493,HIGH
IRL,IRL,2013,7.466,HIGH
IRL,IRL,2014,8.39,HIGH
IRL,IRL,2015,8.964,HIGH
IRL,IRL,2016,8.376,HIGH
IRL,IRL,2017,8.455,HIGH
IRL,IRL,2018,8.302,HIGH
IRL,IRL,2019,7.433,HIGH
IRL,IRL,2020,8.165,HIGH
IRL,IRL,2021,7.906,HIGH
IRL,IRL,2022,7.994,HIGH
IRL,IRL,2023,6.887,HIGH
IRL,IRL,2024,7.849,HIGH
IRN,IRN,2010,2.395,HIGH
IRN,IRN,2011,3.022,HIGH
IRN,IRN,2012,1.86,HIGH
IRN,IRN,2013,1.884,HIGH
IRN,IRN,2014,1.86,HIGH
IRN,IRN,2015,1.86,HIGH
IRN,IRN,2016,2.019,HIGH
IRN,IRN,2017,2.591,HIGH
IRN,IRN,2018,2.012,HIGH
IRN,IRN,2019,1.86,HIGH
IRN,IRN,2020,2.989,HIGH
IRN,IRN,2021,2.675,HIGH
IRN,IRN,2022,2.057,HIGH
IRN,IRN,2023,1.86,HIGH
IRN,IRN,2024,2.206,HIGH
IRQ,IRQ,2010,4.059,HIGH
IRQ,IRQ,2011,4.297,HIGH
IRQ,IRQ,2012,2.452,HIGH
IRQ,IRQ,2013,1.949,HIGH
IRQ,IRQ,2014,3.115,HIGH
IRQ,IRQ,2015,2.772,HIGH
IRQ,IRQ,2016,3.07,HIGH
IRQ,IRQ,2017,2.603,HIGH
IRQ,IRQ,2018,3.381,HIGH
IRQ,IRQ,2019,2.343,HIGH
IRQ,IRQ,2020,3.905,HIGH
IRQ,IRQ,2021,3.964,HIGH
IRQ,IRQ,2022,4.297,HIGH
IRQ,IRQ,2023,3.441,HIGH
IRQ,IRQ,2024,3.661,HIGH
ISL,ISL,2010,5.426,HIGH
ISL,ISL,2011,7.035,HIGH
ISL,ISL,2012,7.372,HIGH
ISL,ISL,2013,7.571,HIGH
ISL,ISL,2014,7.215,HIGH
ISL,ISL,2015,7.374,HIGH
ISL,ISL,2016,7.608,HIGH
ISL,ISL,2017,6.903,HIGH
ISL,ISL,2018,7.898,HIGH
ISL,ISL,2019,6.596,HIGH
ISL,ISL,2020,5.971,HIGH
ISL,ISL,2021,7.132,HIGH
ISL,ISL,2022,7.257,HIGH
ISL,ISL,2023,7.05,HIGH
ISL,ISL,2024,6.863,HIGH
ISR,ISR,2010,8.315,HIGH
ISR,ISR,2011,8.437,HIGH
ISR,ISR,2012,7.735,HIGH
ISR,ISR,2013,8.206,HIGH
ISR,ISR,2014,7.996,HIGH
ISR,ISR,2015,7.624,HIGH
ISR,ISR,2016,8.251,HIGH
ISR,ISR,2017,7.863,HIGH
ISR,ISR,2018,7.753,HIGH
ISR,ISR,2019,6.725,HIGH
ISR,ISR,2020,6.692,HIGH
ISR,ISR,2021,7.245,HIGH
ISR,ISR,2022,7.232,HIGH
ISR,ISR,2023,6.191,HIGH
ISR,ISR,2024,5.789,HIGH
ITA,ITA,2010,6.248,HIGH
ITA,ITA,2011,6.157,HIGH
ITA,ITA,2012,4.995,HIGH
ITA,ITA,2013,4.851,HIGH
ITA,ITA,2014,4.991,HIGH
ITA,ITA,2015,5.019,HIGH
ITA,ITA,2016,5.054,HIGH
ITA,ITA,2017,4.786,HIGH
ITA,ITA,2018,4.699,HIGH
ITA,ITA,2019,5.538,HIGH
ITA,ITA,2020,5.342,HIGH
ITA,ITA,2021,6.986,HIGH
ITA,ITA,2022,7.254,HIGH
ITA,ITA,2023,6.925,HIGH
ITA,ITA,2024,6.782,HIGH
JAM,JAM,2010,4.12,MEDIUM
JAM,JAM,2011,5.21,MEDIUM
JAM,JAM,2012,3.993,MEDIUM
JAM,JAM,2013,4.748,MEDIUM
JAM,JAM,2014,4.542,MEDIUM
JAM,JAM,2015,5.294,MEDIUM
JAM,JAM,2016,5.93,MEDIUM
JAM,JAM,2017,6.231,MEDIUM
JAM,JAM,2018,6.517,MEDIUM
JAM,JAM,2019,5.101,MEDIUM
JAM,JAM,2020,3.664,MEDIUM
JAM,JAM,2021,5.742,MEDIUM
JAM,JAM,2022,6.568,MEDIUM
JAM,JAM,2023,6.52,MEDIUM
JAM,JAM,2024,5.481,MEDIUM
JOR,JOR,2010,5.986,HIGH
JOR,JOR,2011,6.139,HIGH
JOR,JOR,2012,6.118,HIGH
JOR,JOR,2013,5.287,HIGH
JOR,JOR,2014,4.771,HIGH
JOR,JOR,2015,4.403,HIGH
JOR,JOR,2016,4.407,HIGH
JOR,JOR,2017,4.992,HIGH
JOR,JOR,2018,4.35,HIGH
JOR,JOR,2019,4.368,HIGH
JOR,JOR,2020,4.359,HIGH
JOR,JOR,2021,3.791,HIGH
JOR,JOR,2022,4.342,HIGH
JOR,JOR,2023,4.878,HIGH
JOR,JOR,2024,4.849,HIGH
JPN,JPN,2010,8.67,HIGH
JPN,JPN,2011,7.761,HIGH
JPN,JPN,2012,7.624,HIGH
JPN,JPN,2013,8.011,HIGH
JPN,JPN,2014,7.127,HIGH
JPN,JPN,2015,7.687,HIGH
JPN,JPN,2016,7.831,HIGH
JPN,JPN,2017,8.254,HIGH
JPN,JPN,2018,8.105,HIGH
JPN,JPN,2019,7.387,HIGH
JPN,JPN,2020,7.798,HIGH
JPN,JPN,2021,7.878,HIGH
JPN,JPN,2022,7.636,HIGH
JPN,JPN,2023,8.157,HIGH
JPN,JPN,2024,7.571,HIGH
KAZ,Kazakhstan,2010,6.786,HIGH
KAZ,Kazakhstan,2011,6.56,HIGH
KAZ,Kazakhstan,2012,6.556,HIGH
KAZ,Kazakhstan,2013,6.698,HIGH
KAZ,Kazakhstan,2014,5.341,HIGH
KAZ,Kazakhstan,2015,4.854,HIGH
KAZ,Kazakhstan,2016,4.996,HIGH
KAZ,Kazakhstan,2017,5.771,HIGH
KAZ,Kazakhstan,2018,5.631,HIGH
KAZ,Kazakhstan,2019,6.8,HIGH
KAZ,Kazakhstan,2020,6.656,HIGH
KAZ,Kazakhstan,2021,5.271,HIGH
KAZ,Kazakhstan,2022,4.812,HIGH
KAZ,Kazakhstan,2023,5.12,HIGH
KAZ,Kazakhstan,2024,5.252,HIGH
KEN,Kenya,2010,6.147,HIGH
KEN,Kenya,2011,5.171,HIGH
KEN,Kenya,2012,5.339,HIGH
KEN,Kenya,2013,4.909,HIGH
KEN,Kenya,2014,6.026,HIGH
KEN,Kenya,2015,5.311,HIGH
KEN,Kenya,2016,4.843,HIGH
KEN,Kenya,2017,4.924,HIGH
KEN,Kenya,2018,5.215,HIGH
KEN,Kenya,2019,4.65,HIGH
KEN,Kenya,2020,5.194,HIGH
KEN,Kenya,2021,5.233,HIGH
KEN,Kenya,2022,5.446,HIGH
KEN,Kenya,2023,5.335,HIGH
KEN,Kenya,2024,5.024,HIGH
KGZ,KGZ,2010,4.083,HIGH
KGZ,KGZ,2011,5.995,HIGH
KGZ,KGZ,2012,5.102,HIGH
KGZ,KGZ,2013,6.747,HIGH
KGZ,KGZ,2014,4.509,HIGH
KGZ,KGZ,2015,4.686,HIGH
KGZ,KGZ,2016,5.318,HIGH
KGZ,KGZ,2017,5.567,HIGH
KGZ,KGZ,2018,5.661,HIGH
KGZ,KGZ,2019,6.236,HIGH
KGZ,KGZ,2020,3.725,HIGH
KGZ,KGZ,2021,4.257,HIGH
KGZ,KGZ,2022,4.517,HIGH
KGZ,KGZ,2023,4.975,HIGH
KGZ,KGZ,2024,5.471,HIGH
KHM,KHM,2010,6.417,HIGH
KHM,KHM,2011,6.243,HIGH
KHM,KHM,2012,6.866,HIGH
KHM,KHM,2013,7.014,HIGH
KHM,KHM,2014,6.624,HIGH
KHM,KHM,2015,5.67,HIGH
KHM,KHM,2016,5.689,HIGH
KHM,KHM,2017,5.898,HIGH
KHM,KHM,2018,6.402,HIGH
KHM,KHM,2019,6.241,HIGH
KHM,KHM,2020,5.715,HIGH
KHM,KHM,2021,4.891,HIGH
KHM,KHM,2022,5.817,HIGH
KHM,KHM,2023,6.02,HIGH
KHM,KHM,2024,6.709,HIGH
KOR,KOR,2010,9.2,HIGH
KOR,KOR,2011,8.945,HIGH
KOR,KOR,2012,8.493,HIGH
KOR,KOR,2013,8.671,HIGH
KOR,KOR,2014,8.613,HIGH
KOR,KOR,2015,8.234,HIGH
KOR,KOR,2016,7.984,HIGH
KOR,KOR,2017,7.871,HIGH
KOR,KOR,2018,8.2,HIGH
KOR,KOR,2019,8.112,HIGH
KOR,KOR,2020,8.533,HIGH
KOR,KOR,2021,8.269,HIGH
KOR,KOR,2022,8.036,HIGH
KOR,KOR,2023,8.081,HIGH
KOR,KOR,2024,7.835,HIGH
KWT,KWT,2010,4.574,MEDIUM
KWT,KWT,2011,5.526,MEDIUM
KWT,KWT,2012,4.838,MEDIUM
KWT,KWT,2013,4.494,HIGH
KWT,KWT,2014,2.841,HIGH
KWT,KWT,2015,2.93,HIGH
KWT,KWT,2016,3.333,HIGH
KWT,KWT,2017,2.873,HIGH
KWT,KWT,2018,3.739,HIGH
KWT,KWT,2019,4.476,HIGH
KWT,KWT,2020,4.934,HIGH
KWT,KWT,2021,4.802,HIGH
KWT,KWT,2022,5.465,HIGH
KWT,KWT,2023,4.725,HIGH
KWT,KWT,2024,4.693,HIGH
LAO,LAO,2010,4.496,HIGH
LAO,LAO,2011,4.585,HIGH
LAO,LAO,2012,4.654,HIGH
LAO,LAO,2013,4.928,HIGH
LAO,LAO,2014,5.143,HIGH
LAO,LAO,2015,5.294,HIGH
LAO,LAO,2016,5.235,HIGH
LAO,LAO,2017,4.57,HIGH
LAO,LAO,2018,3.958,HIGH
LAO,LAO,2019,3.238,HIGH
LAO,LAO,2020,3.827,HIGH
LAO,LAO,2021,3.76,HIGH
LAO,LAO,2022,3.924,HIGH
LAO,LAO,2023,4.369,HIGH
LAO,LAO,2024,4.643,HIGH
LBN,LBN,2010,5.355,HIGH
LBN,LBN,2011,4.849,HIGH
LBN,LBN,2012,3.821,HIGH
LBN,LBN,2013,4.033,HIGH
LBN,LBN,2014,3.165,HIGH
LBN,LBN,2015,2.968,HIGH
LBN,LBN,2016,2.924,HIGH
LBN,LBN,2017,2.877,HIGH
LBN,LBN,2018,3.191,HIGH
LBN,LBN,2019,2.525,HIGH
LBN,LBN,2020,2.722,HIGH
LBN,LBN,2021,2.156,HIGH
LBN,LBN,2022,2.191,HIGH
LBN,LBN,2023,2.18,HIGH
LBN,LBN,2024,1.952,HIGH
LBR,LBR,2010,4.388,MEDIUM
LBR,LBR,2011,4.257,MEDIUM
LBR,LBR,2012,4.054,MEDIUM
LBR,LBR,2013,3.858,MEDIUM
LBR,LBR,2014,3.222,MEDIUM
LBR,LBR,2015,2.966,MEDIUM
LBR,LBR,2016,2.775,MEDIUM
LBR,LBR,2017,2.808,MEDIUM
LBR,LBR,2018,2.541,MEDIUM
LBR,LBR,2019,2.474,MEDIUM
LBR,LBR,2020,2.962,MEDIUM
LBR,LBR,2021,3.289,MEDIUM
LBR,LBR,2022,3.585,MEDIUM
LBR,LBR,2023,2.589,MEDIUM
LBR,LBR,2024,3.113,MEDIUM
LBY,LBY,2010,1.507,MEDIUM
LBY,LBY,2011,2.769,MEDIUM
LBY,LBY,2012,2.196,MEDIUM
LBY,LBY,2013,1.507,MEDIUM
LBY,LBY,2014,2.163,MEDIUM
LBY,LBY,2015,1.763,MEDIUM
LBY,LBY,2016,1.801,MEDIUM
LBY,LBY,2017,2.929,MEDIUM
LBY,LBY,2018,1.673,MEDIUM
LBY,LBY,2019,1.776,MEDIUM
LBY,LBY,2020,1.927,MEDIUM
LBY,LBY,2021,2.333,MEDIUM
LBY,LBY,2022,2.924,MEDIUM
LBY,LBY,2023,1.636,MEDIUM
LBY,LBY,2024,1.737,MEDIUM
LKA,Sri Lanka,2010,7.502,MEDIUM
LKA,Sri Lanka,2011,7.697,MEDIUM
LKA,Sri Lanka,2012,6.823,MEDIUM
LKA,Sri Lanka,2013,6.146,MEDIUM
LKA,Sri Lanka,2014,6.203,MEDIUM
LKA,Sri Lanka,2015,6.429,HIGH
LKA,Sri Lanka,2016,6.79,HIGH
LKA,Sri Lanka,2017,7.433,HIGH
LKA,Sri Lanka,2018,6.546,HIGH
LKA,Sri Lanka,2019,5.499,HIGH
LKA,Sri Lanka,2020,5.075,HIGH
LKA,Sri Lanka,2021,4.924,HIGH
LKA,Sri Lanka,2022,3.048,HIGH
LKA,Sri Lanka,2023,3.856,HIGH
LKA,Sri Lanka,2024,6.554,HIGH
LSO,LSO,2010,5.69,HIGH
LSO,LSO,2011,5.449,HIGH
LSO,LSO,2012,6.02,HIGH
LSO,LSO,2013,5.041,HIGH
LSO,LSO,2014,4.282,HIGH
LSO,LSO,2015,5.317,HIGH
LSO,LSO,2016,4.65,HIGH
LSO,LSO,2017,3.229,HIGH
LSO,LSO,2018,2.719,HIGH
LSO,LSO,2019,2.484,HIGH
LSO,LSO,2020,2.738,HIGH
LSO,LSO,2021,3.264,HIGH
LSO,LSO,2022,3.36,HIGH
LSO,LSO,2023,3.587,HIGH
LSO,LSO,2024,4.42,HIGH
LTU,LTU,2010,6.398,HIGH
LTU,LTU,2011,7.927,HIGH
LTU,LTU,2012,7.387,HIGH
LTU,LTU,2013,7.894,HIGH
LTU,LTU,2014,7.516,HIGH
LTU,LTU,2015,7.475,HIGH
LTU,LTU,2016,7.609,HIGH
LTU,LTU,2017,8.01,HIGH
LTU,LTU,2018,7.839,HIGH
LTU,LTU,2019,7.658,HIGH
LTU,LTU,2020,7.905,HIGH
LTU,LTU,2021,7.751,HIGH
LTU,LTU,2022,7.54,HIGH
LTU,LTU,2023,7.087,HIGH
LTU,LTU,2024,7.643,HIGH
LUX,LUX,2010,7.932,HIGH
LUX,LUX,2011,7.433,HIGH
LUX,LUX,2012,7.176,HIGH
LUX,LUX,2013,7.694,HIGH
LUX,LUX,2014,7.314,HIGH
LUX,LUX,2015,7.254,HIGH
LUX,LUX,2016,7.433,HIGH
LUX,LUX,2017,5.87,HIGH
LUX,LUX,2018,6.387,HIGH
LUX,LUX,2019,7.18,HIGH
LUX,LUX,2020,7.241,HIGH
LUX,LUX,2021,7.289,HIGH
LUX,LUX,2022,4.731,HIGH
LUX,LUX,2023,5.705,HIGH
LUX,LUX,2024,6.537,HIGH
LVA,LVA,2010,5.53,HIGH
LVA,LVA,2011,7.715,HIGH
LVA,LVA,2012,7.643,HIGH
LVA,LVA,2013,7.642,HIGH
LVA,LVA,2014,7.668,HIGH
LVA,LVA,2015,7.627,HIGH
LVA,LVA,2016,7.097,HIGH
LVA,LVA,2017,7.05,HIGH
LVA,LVA,2018,7.107,HIGH
LVA,LVA,2019,6.937,HIGH
LVA,LVA,2020,7.629,HIGH
LVA,LVA,2021,7.841,HIGH
LVA,LVA,2022,7.133,HIGH
LVA,LVA,2023,6.832,HIGH
LVA,LVA,2024,6.764,HIGH
MAR,Morocco,2010,6.291,HIGH
MAR,Morocco,2011,6.717,HIGH
MAR,Morocco,2012,6.055,HIGH
MAR,Morocco,2013,6.061,HIGH
MAR,Morocco,2014,5.663,HIGH
MAR,Morocco,2015,5.751,HIGH
MAR,Morocco,2016,5.074,HIGH
MAR,Morocco,2017,6.02,HIGH
MAR,Morocco,2018,5.69,HIGH
MAR,Morocco,2019,5.355,HIGH
MAR,Morocco,2020,5.035,HIGH
MAR,Morocco,2021,5.565,HIGH
MAR,Morocco,2022,4.591,HIGH
MAR,Morocco,2023,5.665,HIGH
MAR,Morocco,2024,6.063,HIGH
MDA,MDA,2010,7.039,HIGH
MDA,MDA,2011,7.145,HIGH
MDA,MDA,2012,4.766,HIGH
MDA,MDA,2013,6.412,HIGH
MDA,MDA,2014,5.617,HIGH
MDA,MDA,2015,3.808,HIGH
MDA,MDA,2016,5.157,HIGH
MDA,MDA,2017,5.153,HIGH
MDA,MDA,2018,5.883,HIGH
MDA,MDA,2019,6.005,HIGH
MDA,MDA,2020,4.737,HIGH
MDA,MDA,2021,6.513,HIGH
MDA,MDA,2022,4.888,HIGH
MDA,MDA,2023,5.539,HIGH
MDA,MDA,2024,4.992,HIGH
MDG,MDG,2010,3.784,HIGH
MDG,MDG,2011,4.066,HIGH
MDG,MDG,2012,3.831,HIGH
